,MATCH,DATE,PT_DIFF,HOME,AWAY
3246,Western Illinois vs. UMKC,2007-01-27,6.0,Western Illinois,UMKC
3247,Utah Valley vs. North Dakota State,2007-01-27,8.0,Utah Valley,North Dakota State
3248,Louisiana-Lafayette vs. Middle Tennessee St.,2007-01-27,-12.0,Louisiana-Lafayette,Middle Tennessee St.
3249,Texas-Pan American vs. South Dakota State,2007-01-27,15.0,Texas-Pan American,South Dakota State
3250,UC Davis vs. UC Riverside,2007-01-27,-20.0,UC Davis,UC Riverside
3251,San Francisco vs. Gonzaga,2007-01-27,16.0,San Francisco,Gonzaga
3252,Northern Iowa vs. Drake,2007-01-27,13.0,Northern Iowa,Drake
3253,Indiana - Purdue vs. Oral Roberts,2007-01-27,-11.0,Indiana - Purdue,Oral Roberts
3254,North Florida vs. Gardner-Webb,2007-01-27,26.0,North Florida,Gardner-Webb
3255,Murray St. vs. SE Missouri St.,2007-01-27,18.0,Murray St.,SE Missouri St.
3256,Samford vs. Austin Peay,2007-01-27,28.0,Samford,Austin Peay
3257,Alabama St. vs. Prairie View A&M,2007-01-27,-3.0,Alabama St.,Prairie View A&M
3258,VMI vs. Liberty,2007-01-27,4.0,VMI,Liberty
3259,Eastern Washington vs. Weber St.,2007-01-27,-9.0,Eastern Washington,Weber St.
3260,Portland St. vs. Idaho State,2007-01-27,-2.0,Portland St.,Idaho State
3261,Valparaiso vs. Southern Utah,2007-01-27,16.0,Valparaiso,Southern Utah
3262,New Mexico St. vs. San Jose St.,2007-01-27,7.0,New Mexico St.,San Jose St.
3263,Louisiana Tech vs. Fresno St.,2007-01-27,6.0,Louisiana Tech,Fresno St.
3264,Pepperdine vs. St. Mary's,2007-01-27,2.0,Pepperdine,St. Mary's
3265,Utah St. vs. Nevada,2007-01-27,15.0,Utah St.,Nevada
3266,Tennessee vs. Kentucky,2007-01-28,19.0,Tennessee,Kentucky
3267,Virginia vs. Clemson,2007-01-28,-1.0,Virginia,Clemson
3268,Wisconsin vs. Iowa,2007-01-28,-11.0,Wisconsin,Iowa
3269,Ohio vs. Ball St.,2007-01-28,12.0,Ohio,Ball St.
3270,Marquette vs. South Florida,2007-01-28,2.0,Marquette,South Florida
3271,North Texas vs. South Alabama,2007-01-28,-1.0,North Texas,South Alabama
3272,Virginia Tech vs. Georgia Tech,2007-01-28,-8.0,Virginia Tech,Georgia Tech
3273,Boston College vs. Duke,2007-01-28,-14.0,Boston College,Duke
3274,Buffalo vs. Eastern Michigan,2007-01-28,-13.0,Buffalo,Eastern Michigan
3275,UCLA vs. Stanford,2007-01-28,7.0,UCLA,Stanford
3276,Albany vs. New Hampshire,2007-01-28,7.0,Albany,New Hampshire
3277,Massachusetts vs. Charlotte,2007-01-28,-5.0,Massachusetts,Charlotte
3278,Niagara vs. Fairfield,2007-01-28,12.0,Niagara,Fairfield
3279,Vermont vs. Stony Brook,2007-01-28,-10.0,Vermont,Stony Brook
3280,DePaul vs. West Virginia,2007-01-28,-12.0,DePaul,West Virginia
3281,Louisiana State vs. Georgia,2007-01-28,3.0,Louisiana State,Georgia
3282,Binghamton vs. MD Baltimore Cty,2007-01-28,-3.0,Binghamton,MD Baltimore Cty
3283,Lamar vs. McNeese St.,2007-01-28,-8.0,Lamar,McNeese St.
3284,High Point vs. Longwood,2007-01-28,-5.0,High Point,Longwood
3285,Pittsburgh vs. Villanova,2007-01-29,6.0,Pittsburgh,Villanova
3286,George Mason vs. NC-Wilmington,2007-01-29,-7.0,George Mason,NC-Wilmington
3287,Furman vs. Chattanooga,2007-01-29,-7.0,Furman,Chattanooga
3288,Towson vs. James Madison,2007-01-29,-9.0,Towson,James Madison
3289,Central Conn. St. vs. Quinnipiac,2007-01-29,11.0,Central Conn. St.,Quinnipiac
3290,Siena vs. Loyola-Maryland,2007-01-29,1.0,Siena,Loyola-Maryland
3291,Charleston vs. Appalachian St.,2007-01-29,11.0,Charleston,Appalachian St.
3292,Winston-Salem vs. Florida A&M,2007-01-29,15.0,Winston-Salem,Florida A&M
3293,Princeton vs. Seton Hall,2007-01-29,-38.0,Princeton,Seton Hall
3294,Wofford vs. Western Carolina,2007-01-29,3.0,Wofford,Western Carolina
3295,William & Mary vs. VCU,2007-01-29,22.0,William & Mary,VCU
3296,Georgia Southern vs. NC-Greensboro,2007-01-29,-3.0,Georgia Southern,NC-Greensboro
3297,Middle Tennessee St. vs. South Dakota State,2007-01-29,1.0,Middle Tennessee St.,South Dakota State
3298,Youngstown St. vs. Loyola-Chicago,2007-01-29,12.0,Youngstown St.,Loyola-Chicago
3299,Saint Louis vs. Houston,2007-01-29,1.0,Saint Louis,Houston
3300,Wright St. vs. Wis.-Green Bay,2007-01-29,-11.0,Wright St.,Wis.-Green Bay
3301,Arkansas-Pine Bluff vs. Jackson State,2007-01-29,-5.0,Arkansas-Pine Bluff,Jackson State
3302,Austin Peay vs. SE Missouri St.,2007-01-29,2.0,Austin Peay,SE Missouri St.
3303,Alabama A&M vs. Prairie View A&M,2007-01-29,-2.0,Alabama A&M,Prairie View A&M
3304,Kansas vs. Nebraska,2007-01-29,20.0,Kansas,Nebraska
3305,Loyola Marymount vs. St. Mary's,2007-01-29,-15.0,Loyola Marymount,St. Mary's
3306,Utah St. vs. Hawaii,2007-01-29,8.0,Utah St.,Hawaii
3307,Hofstra vs. Delaware,2007-01-29,4.0,Hofstra,Delaware
3308,Coastal Carolina vs. Charleston Southern,2007-01-29,9.0,Coastal Carolina,Charleston Southern
3309,Drexel vs. Northeastern,2007-01-29,9.0,Drexel,Northeastern
3310,Hampton vs. No.Carolina A&T,2007-01-29,6.0,Hampton,No.Carolina A&T
3311,Illinois-Chicago vs. Butler,2007-01-29,26.0,Illinois-Chicago,Butler
3312,Georgia St vs. Old Dominion,2007-01-29,-35.0,Georgia St,Old Dominion
3313,Norfolk State vs. South Carolina State,2007-01-29,6.0,Norfolk State,South Carolina State
3314,Coppin St. vs. Maryland - E. Shore,2007-01-29,7.0,Coppin St.,Maryland - E. Shore
3315,Delaware State vs. Bethune-Cookman,2007-01-29,-16.0,Delaware State,Bethune-Cookman
3316,Tenn-Martin vs. Eastern Kentucky,2007-01-29,37.0,Tenn-Martin,Eastern Kentucky
3317,Canisius vs. Iona,2007-01-29,10.0,Canisius,Iona
3318,Morgan St. vs. Howard,2007-01-29,-13.0,Morgan St.,Howard
3319,Cleveland St. vs. Wis.-Milwaukee,2007-01-29,-1.0,Cleveland St.,Wis.-Milwaukee
3320,Detroit vs. Chicago St.,2007-01-29,-10.0,Detroit,Chicago St.
3321,Rider vs. St. Peter's,2007-01-29,1.0,Rider,St. Peter's
3322,Murray St. vs. Samford,2007-01-29,6.0,Murray St.,Samford
3323,Alabama St. vs. Texas Southern,2007-01-29,17.0,Alabama St.,Texas Southern
3324,Morehead St. vs. Tennessee Tech,2007-01-29,-13.0,Morehead St.,Tennessee Tech
3325,Mississippi Valley State vs. Grambling State,2007-01-29,-6.0,Mississippi Valley State,Grambling State
3326,San Francisco vs. Portland,2007-01-29,-1.0,San Francisco,Portland
3327,Pepperdine vs. Santa Clara,2007-01-29,-22.0,Pepperdine,Santa Clara
3328,San Diego vs. Gonzaga,2007-01-29,27.0,San Diego,Gonzaga
3329,N.C. Asheville vs. Liberty,2007-01-30,15.0,N.C. Asheville,Liberty
3330,Fairleigh Dickinson vs. Sacred Heart,2007-01-30,3.0,Fairleigh Dickinson,Sacred Heart
3331,Campbell vs. Gardner-Webb,2007-01-30,-9.0,Campbell,Gardner-Webb
3332,Notre Dame vs. Syracuse,2007-01-30,12.0,Notre Dame,Syracuse
3333,North Florida vs. Savannah State,2007-01-30,-2.0,North Florida,Savannah State
3334,Wichita St. vs. Northern Iowa,2007-01-30,-6.0,Wichita St.,Northern Iowa
3335,Georgia Tech vs. Wake Forest,2007-01-30,-10.0,Georgia Tech,Wake Forest
3336,Maryland vs. Florida St.,2007-01-30,17.0,Maryland,Florida St.
3337,Colorado vs. Baylor,2007-01-30,14.0,Colorado,Baylor
3338,Wyoming vs. New Mexico,2007-01-30,8.0,Wyoming,New Mexico
3339,UNLV vs. Colorado St.,2007-01-30,-17.0,UNLV,Colorado St.
3340,Davidson vs. Elon University,2007-01-30,30.0,Davidson,Elon University
3341,Bucknell vs. Colgate,2007-01-30,3.0,Bucknell,Colgate
3342,Wagner vs. LIU Brooklyn,2007-01-30,-3.0,Wagner,LIU Brooklyn
3343,Mississippi St. vs. Mississippi,2007-01-30,12.0,Mississippi St.,Mississippi
3344,Marist vs. Manhattan,2007-01-30,1.0,Marist,Manhattan
3345,Northern Illinois vs. Miami (OH),2007-01-30,3.0,Northern Illinois,Miami (OH)
3346,Longwood vs. Oklahoma,2007-01-30,-41.0,Longwood,Oklahoma
3347,Evansville vs. Illinois St.,2007-01-30,-4.0,Evansville,Illinois St.
3348,Michigan St vs. Illinois,2007-01-30,7.0,Michigan St,Illinois
3349,Tennessee St. vs. Jacksonville St.,2007-01-30,8.0,Tennessee St.,Jacksonville St.
3350,VCU vs. Hofstra,2007-01-31,11.0,VCU,Hofstra
3351,George Washington vs. Dayton,2007-01-31,15.0,George Washington,Dayton
3352,Northeastern vs. Towson,2007-01-31,-13.0,Northeastern,Towson
3353,Buffalo vs. Western Michigan,2007-01-31,-21.0,Buffalo,Western Michigan
3354,Wisconsin vs. Indiana,2007-01-31,5.0,Wisconsin,Indiana
3355,Winthrop vs. VMI,2007-01-31,-13.0,Winthrop,VMI
3356,Xavier vs. Duquesne,2007-01-31,2.0,Xavier,Duquesne
3357,High Point vs. Radford,2007-01-31,10.0,High Point,Radford
3358,MD Baltimore Cty vs. Albany,2007-01-31,24.0,MD Baltimore Cty,Albany
3359,Toledo vs. Ohio,2007-01-31,11.0,Toledo,Ohio
3360,St. Bonaventure vs. Fordham,2007-01-31,6.0,St. Bonaventure,Fordham
3361,Akron vs. Eastern Michigan,2007-01-31,10.0,Akron,Eastern Michigan
3362,Hartford vs. Boston College,2007-01-31,34.0,Hartford,Boston College
3363,Stony Brook vs. Binghamton,2007-01-31,1.0,Stony Brook,Binghamton
3364,San Diego St. vs. Texas Christian,2007-01-31,5.0,San Diego St.,Texas Christian
3365,Auburn vs. South Carolina,2007-01-31,5.0,Auburn,South Carolina
3366,Georgia vs. Tennessee,2007-01-31,-11.0,Georgia,Tennessee
3367,Iowa St. vs. Texas A&M,2007-01-31,-24.0,Iowa St.,Texas A&M
3368,Southern Methodist vs. UAB,2007-01-31,4.0,Southern Methodist,UAB
3369,Nevada vs. Louisiana Tech,2007-01-31,-8.0,Nevada,Louisiana Tech
3370,Louisiana-Monroe vs. Western Kentucky,2007-01-31,-7.0,Louisiana-Monroe,Western Kentucky
3371,Minnesota vs. Northwestern,2007-01-31,7.0,Minnesota,Northwestern
3372,Indiana St. vs. Southern Illinois,2007-01-31,-13.0,Indiana St.,Southern Illinois
3373,Missouri St. vs. Drake,2007-01-31,-5.0,Missouri St.,Drake
3374,Creighton vs. Bradley,2007-01-31,-11.0,Creighton,Bradley
3375,Connecticut vs. DePaul,2007-01-31,-8.0,Connecticut,DePaul
3376,Missouri vs. Kansas St.,2007-01-31,7.0,Missouri,Kansas St.
3377,Boise St. vs. New Mexico St.,2007-01-31,-29.0,Boise St.,New Mexico St.
3378,Northern Colorado vs. Sacramento State,2007-01-31,3.0,Northern Colorado,Sacramento State
3379,Ohio St. vs. Purdue,2007-01-31,18.0,Ohio St.,Purdue
3380,Delaware vs. George Mason,2007-01-31,-30.0,Delaware,George Mason
3381,Central Michigan vs. Kent St.,2007-01-31,-16.0,Central Michigan,Kent St.
3382,Vanderbilt vs. Florida,2007-01-31,10.0,Vanderbilt,Florida
3383,West Virginia vs. Rutgers,2007-01-31,-6.0,West Virginia,Rutgers
3384,Ball St. vs. Bowling Green,2007-01-31,-10.0,Ball St.,Bowling Green
3385,American U. vs. Holy Cross,2007-01-31,-13.0,American U.,Holy Cross
3386,New Hampshire vs. Vermont,2007-01-31,-3.0,New Hampshire,Vermont
3387,NC-Wilmington vs. Georgia St,2007-01-31,12.0,NC-Wilmington,Georgia St
3388,James Madison vs. William & Mary,2007-01-31,-3.0,James Madison,William & Mary
3389,Miami-Florida vs. North Carolina,2007-01-31,-41.0,Miami-Florida,North Carolina
3390,Memphis vs. Central Florida,2007-01-31,-22.0,Memphis,Central Florida
3391,East Carolina vs. Marshall,2007-01-31,-4.0,East Carolina,Marshall
3392,Butler vs. Youngstown St.,2007-01-31,13.0,Butler,Youngstown St.
3393,Boston U vs. Maine,2007-01-31,11.0,Boston U,Maine
3394,La Salle vs. Charlotte,2007-01-31,7.0,La Salle,Charlotte
3395,Temple vs. Richmond,2007-01-31,-21.0,Temple,Richmond
3396,Iowa vs. Michigan,2007-01-31,7.0,Iowa,Michigan
3397,Tulsa vs. Tulane,2007-01-31,1.0,Tulsa,Tulane
3398,Texas A&M CC vs. Stephen F. Austin,2007-01-31,-8.0,Texas A&M CC,Stephen F. Austin
3399,Louisville vs. Cincinnati,2007-01-31,-16.0,Louisville,Cincinnati
3400,Texas-El Paso vs. Southern Mississippi,2007-01-31,9.0,Texas-El Paso,Southern Mississippi
3401,Rice vs. Houston,2007-01-31,22.0,Rice,Houston
3402,Florida Atlantic vs. Arkansas St.,2007-01-31,7.0,Florida Atlantic,Arkansas St.
3403,Alabama vs. Louisiana State,2007-01-31,3.0,Alabama,Louisiana State
3404,Texas vs. Texas Tech,2007-01-31,12.0,Texas,Texas Tech
3405,N.C. State vs. Virginia Tech,2007-01-31,19.0,N.C. State,Virginia Tech
3406,Brigham Young vs. Utah,2007-01-31,10.0,Brigham Young,Utah
3407,Gonzaga vs. Stanford,2007-01-31,4.0,Gonzaga,Stanford
3408,Old Dominion vs. Drexel,2007-02-01,-10.0,Old Dominion,Drexel
3409,Mount St. Mary's vs. Central Conn. St.,2007-02-01,18.0,Mount St. Mary's,Central Conn. St.
3410,Lipscomb vs. Mercer,2007-02-01,12.0,Lipscomb,Mercer
3411,Georgetown vs. St. John's,2007-02-01,24.0,Georgetown,St. John's
3412,Iona vs. Siena,2007-02-01,-1.0,Iona,Siena
3413,Fairleigh Dickinson vs. Robert Morris,2007-02-01,5.0,Fairleigh Dickinson,Robert Morris
3414,Loyola-Chicago vs. Cleveland St.,2007-02-01,-4.0,Loyola-Chicago,Cleveland St.
3415,Eastern Kentucky vs. Morehead St.,2007-02-01,8.0,Eastern Kentucky,Morehead St.
3416,Texas-San Antonio vs. Sam Houston St.,2007-02-01,12.0,Texas-San Antonio,Sam Houston St.
3417,Tennessee St. vs. Samford,2007-02-01,10.0,Tennessee St.,Samford
3418,Centenary vs. Western Illinois,2007-02-01,-3.0,Centenary,Western Illinois
3419,Oral Roberts vs. Valparaiso,2007-02-01,-3.0,Oral Roberts,Valparaiso
3420,Washington St. vs. Arizona,2007-02-01,-6.0,Washington St.,Arizona
3421,Tenn-Martin vs. Tennessee Tech,2007-02-01,-8.0,Tenn-Martin,Tennessee Tech
3422,Jacksonville St. vs. Eastern Illinois,2007-02-01,14.0,Jacksonville St.,Eastern Illinois
3423,Duke vs. Virginia,2007-02-01,-2.0,Duke,Virginia
3424,Eastern Washington vs. Montana St.,2007-02-01,-17.0,Eastern Washington,Montana St.
3425,Northern Colorado vs. Weber St.,2007-02-01,-11.0,Northern Colorado,Weber St.
3426,New Jersey Tech vs. Utah Valley,2007-02-01,-31.0,New Jersey Tech,Utah Valley
3427,Hawaii vs. Fresno St.,2007-02-01,-12.0,Hawaii,Fresno St.
3428,San Jose St. vs. Idaho,2007-02-01,-3.0,San Jose St.,Idaho
3429,Oregon St. vs. Southern California,2007-02-01,-17.0,Oregon St.,Southern California
3430,Quinnipiac vs. St. Francis (NY),2007-02-01,3.0,Quinnipiac,St. Francis (NY)
3431,Coastal Carolina vs. Savannah State,2007-02-01,-1.0,Coastal Carolina,Savannah State
3432,Belmont vs. Stetson,2007-02-01,4.0,Belmont,Stetson
3433,Chicago St. vs. Indiana - Purdue,2007-02-01,-2.0,Chicago St.,Indiana - Purdue
3434,Wis.-Green Bay vs. Detroit,2007-02-01,4.0,Wis.-Green Bay,Detroit
3435,South Alabama vs. New Orleans,2007-02-01,-18.0,South Alabama,New Orleans
3436,IUPU - Ft. Wayne vs. Texas-Pan American,2007-02-01,-16.0,IUPU - Ft. Wayne,Texas-Pan American
3437,Troy vs. North Texas,2007-02-01,41.0,Troy,North Texas
3438,Denver vs. Middle Tennessee St.,2007-02-01,-26.0,Denver,Middle Tennessee St.
3439,Nicholls State vs. Lamar,2007-02-01,7.0,Nicholls State,Lamar
3440,Saint Louis vs. St. Joseph's,2007-02-01,11.0,Saint Louis,St. Joseph's
3441,Austin Peay vs. Murray St.,2007-02-01,-9.0,Austin Peay,Murray St.
3442,Florida International vs. Arkansas-Little Rock,2007-02-01,18.0,Florida International,Arkansas-Little Rock
3443,McNeese St. vs. Southeastern Louisiana,2007-02-01,-5.0,McNeese St.,Southeastern Louisiana
3444,Washington vs. Arizona St.,2007-02-01,-5.0,Washington,Arizona St.
3445,Portland St. vs. Montana,2007-02-01,-2.0,Portland St.,Montana
3446,Northern Arizona vs. Idaho State,2007-02-01,-4.0,Northern Arizona,Idaho State
3447,UC Santa Barbara vs. UC Davis,2007-02-01,-18.0,UC Santa Barbara,UC Davis
3448,CSU Northridge vs. Long Beach St.,2007-02-01,-7.0,CSU Northridge,Long Beach St.
3449,Pacific vs. UC Irvine,2007-02-01,7.0,Pacific,UC Irvine
